step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
1293,PAYMENT,20911.33,88399.49,67488.16,25984.25,46895.58,0
1294,TRANSFER,21144.81,84411.28,63266.47,49071.07,70215.88,0
1295,DEBIT,11238.96,64184.22,52945.26,46418.63,57657.59,0
1296,PAYMENT,40252.76,83718.48,43465.72,38754.09,79006.85,0
1297,PAYMENT,8246.76,84524.37,76277.61,41343.39,49590.15,0
1298,CASH_OUT,1384.91,7181.98,5797.07,22222.05,23606.96,0
1299,PAYMENT,21158.77,43779.51,22620.74,22610.76,43769.53,0
1300,CASH_OUT,34632.46,96478.79,61846.33,49631.28,84263.74,0
1301,CASH_OUT,1494.0,35668.47,34174.47,36227.9,37721.9,0
1302,CASH_OUT,775.98,70616.78,69840.8,31559.4,32335.38,0
1303,CASH_IN,7030.4,38242.86,31212.46,26297.33,33327.73,0
1304,PAYMENT,21530.57,88975.57,67445.0,36421.12,57951.69,0
1305,PAYMENT,33794.69,93407.9,59613.21,28859.33,62654.02,0
1306,TRANSFER,24355.15,68815.6,44460.45,17999.62,42354.77,0
1307,TRANSFER,10604.59,67198.42,56593.83,34129.96,44734.55,0
1308,PAYMENT,1695.04,4719.06,3024.02,26904.73,28599.77,0
1309,TRANSFER,658.98,10345.35,9686.37,20721.7,21380.68,0
1310,CASH_IN,3638.02,29341.71,25703.69,32261.88,35899.9,0
1311,CASH_OUT,33329.67,80770.63,47440.96,43410.15,76739.82,0
1312,PAYMENT,13769.26,27556.79,13787.53,8766.71,22535.97,0
1313,CASH_OUT,52594.43,57353.79,4759.36,22375.01,74969.44,1
1314,TRANSFER,31850.42,94556.69,62706.27,3244.96,35095.38,0
1315,PAYMENT,17192.67,54618.1,37425.43,12845.71,30038.38,0
1316,PAYMENT,27622.98,83190.09,55567.11,16918.39,44541.37,0
1317,CASH_OUT,19050.92,53051.26,34000.34,29072.7,48123.62,0
1318,TRANSFER,26755.96,89093.8,62337.84,26502.62,53258.58,0
1319,TRANSFER,84336.87,89313.83,4976.96,27862.59,112199.46,1
1320,CASH_IN,17821.24,83485.97,65664.73,32436.76,50258.0,0
1321,PAYMENT,34497.58,69646.68,35149.1,13894.56,48392.14,0
1322,DEBIT,29368.75,85838.06,56469.31,44122.06,73490.81,0
1323,DEBIT,31719.85,96061.59,64341.74,26135.47,57855.32,0
1324,CASH_OUT,26251.25,30625.59,4374.34,17611.55,43862.8,1
1325,PAYMENT,2096.23,13435.95,11339.72,44296.11,46392.34,0
1326,TRANSFER,10775.45,79936.34,69160.89,44372.08,55147.53,0
1327,TRANSFER,5884.99,26965.16,21080.17,7845.13,13730.12,0
1328,PAYMENT,8145.51,27560.43,19414.92,36072.46,44217.97,0
1329,PAYMENT,20144.78,52004.03,31859.25,28107.24,48252.02,0
1330,PAYMENT,41737.52,95487.86,53750.34,35397.05,77134.57,0
1331,CASH_OUT,6551.27,66024.71,59473.44,7200.16,13751.43,0
1332,PAYMENT,2017.19,7296.54,5279.35,42054.81,44072.0,0
1333,PAYMENT,1066.45,4252.81,3186.36,30030.33,31096.78,0
1334,CASH_IN,855.18,41165.73,40310.55,17364.42,18219.6,0
1335,DEBIT,41928.01,88436.11,46508.1,24337.55,66265.56,0
1336,CASH_IN,1923.81,54273.98,52350.17,46701.65,48625.46,0
1337,TRANSFER,18105.09,45459.26,27354.17,27353.15,45458.24,0
1338,DEBIT,3063.98,52196.06,49132.08,26408.89,29472.87,0
1339,CASH_OUT,11404.06,63357.37,51953.31,20290.6,31694.66,0
1340,TRANSFER,20814.35,49747.77,28933.42,8183.78,28998.13,0
1341,CASH_IN,6290.09,30593.69,24303.6,10884.99,17175.08,0
1342,CASH_IN,18359.46,89240.08,70880.62,7261.25,25620.71,0
1343,CASH_IN,846.52,20916.35,20069.83,23722.66,24569.18,0
1344,CASH_OUT,63912.92,66181.56,2268.64,45756.94,109669.86,1
1345,TRANSFER,9554.2,92393.7,82839.5,43705.46,53259.66,0
1346,CASH_OUT,5986.19,51339.42,45353.23,42266.5,48252.69,0
1347,PAYMENT,1859.72,16413.57,14553.85,10589.91,12449.63,0
1348,CASH_IN,33158.85,90867.33,57708.48,36773.18,69932.03,0
1349,CASH_IN,10007.15,85978.57,75971.42,5775.29,15782.44,0
1350,TRANSFER,1067.24,8465.81,7398.57,33465.77,34533.01,0
1351,TRANSFER,5765.88,61090.34,55324.46,40248.34,46014.22,0
1352,DEBIT,25648.66,52383.15,26734.49,34818.12,60466.78,0
1353,TRANSFER,27993.88,74616.65,46622.77,15864.45,43858.33,0
1354,PAYMENT,702.92,1841.06,1138.14,35650.71,36353.63,0
1355,CASH_IN,12798.69,29038.69,16240.0,29682.43,42481.12,0
1356,TRANSFER,4507.89,58116.68,53608.79,17809.7,22317.59,0
1357,CASH_IN,11254.99,65944.13,54689.14,37375.65,48630.64,0
1358,PAYMENT,3866.6,8772.48,4905.88,3893.95,7760.55,0
1359,DEBIT,17701.0,38246.71,20545.71,25152.19,42853.19,0
1360,TRANSFER,3223.45,74216.76,70993.31,33457.71,36681.16,0
1361,CASH_OUT,10364.9,72182.92,61818.02,12494.38,22859.28,0
1362,CASH_OUT,16669.89,39017.89,22348.0,37449.95,54119.84,0
1363,DEBIT,11946.6,25947.82,14001.22,29079.44,41026.04,0
1364,PAYMENT,10038.19,94501.91,84463.72,26006.74,36044.93,0
1365,TRANSFER,3702.91,13777.45,10074.54,46828.51,50531.42,0
1366,CASH_OUT,9504.37,76645.46,67141.09,1817.04,11321.41,0
1367,PAYMENT,3861.43,20767.3,16905.87,25084.96,28946.39,0
1368,CASH_IN,25543.89,65534.94,39991.05,38358.54,63902.43,0
1369,TRANSFER,28056.09,80975.31,52919.22,27793.54,55849.63,0
1370,CASH_OUT,22516.19,81961.05,59444.86,46489.59,69005.78,0
1371,PAYMENT,26664.78,90779.79,64115.01,4270.12,30934.9,0
1372,CASH_OUT,21134.35,60596.15,39461.8,4524.82,25659.17,0
1373,CASH_IN,40315.15,89961.09,49645.94,34285.64,74600.79,0
1374,TRANSFER,9072.7,44364.16,35291.46,21445.95,30518.65,0
1375,CASH_OUT,4153.02,25868.01,21714.99,6748.92,10901.94,0
1376,TRANSFER,14771.05,36541.08,21770.03,19402.92,34173.97,0
1377,CASH_IN,12609.78,75922.13,63312.35,37222.11,49831.89,0
1378,PAYMENT,28379.57,64990.15,36610.58,2082.2,30461.77,0
1379,CASH_IN,15997.63,61139.7,45142.07,43723.76,59721.39,0
1380,PAYMENT,10411.18,24085.57,13674.39,15468.43,25879.61,0
1381,TRANSFER,6057.1,40687.33,34630.23,34086.24,40143.34,0
1382,TRANSFER,8634.45,79223.01,70588.56,33851.89,42486.34,0
1383,TRANSFER,24607.19,74347.44,49740.25,17776.49,42383.68,0
1384,TRANSFER,396.91,31147.8,30750.89,195.71,592.62,0
1385,TRANSFER,34047.33,85274.86,51227.53,13358.26,47405.59,0
1386,DEBIT,4464.52,90424.09,85959.57,11603.93,16068.45,0
1387,DEBIT,97.38,13914.69,13817.31,7698.16,7795.54,0
1388,CASH_IN,26401.86,59538.81,33136.95,44442.75,70844.61,0
1389,CASH_IN,2699.13,60010.33,57311.2,16867.95,19567.08,0
1390,PAYMENT,20372.36,85918.65,65546.29,205.31,20577.67,0
1391,CASH_OUT,33347.63,35115.06,1767.43,35439.96,68787.59,1
1392,CASH_IN,11531.49,24574.36,13042.87,8554.3,20085.79,0
1393,DEBIT,27436.22,64290.25,36854.03,36868.65,64304.87,0
1394,PAYMENT,4136.92,8333.42,4196.5,20394.71,24531.63,0
1395,PAYMENT,5160.31,59147.43,53987.12,48144.58,53304.89,0
1396,TRANSFER,14338.21,99921.52,85583.31,14022.75,28360.96,0
1397,CASH_IN,11590.8,29233.47,17642.67,45287.84,56878.64,0
1398,DEBIT,8129.61,61462.45,53332.84,14362.07,22491.68,0
1399,DEBIT,5277.64,63974.46,58696.82,21491.56,26769.2,0
1400,TRANSFER,395.77,2487.23,2091.46,29407.19,29802.96,0
1401,PAYMENT,12258.31,48708.12,36449.81,15796.79,28055.1,0
1402,TRANSFER,36734.12,78055.58,41321.46,43094.02,79828.14,0
1403,CASH_IN,2130.68,33962.7,31832.02,5327.56,7458.24,0
1404,PAYMENT,13082.12,26211.51,13129.39,9396.3,22478.42,0
1405,TRANSFER,376.61,6652.81,6276.2,10969.47,11346.08,0
1406,CASH_OUT,32338.02,79051.55,46713.53,47895.6,80233.62,0
1407,CASH_IN,12514.05,32330.41,19816.36,2603.62,15117.67,0
1408,CASH_OUT,70393.32,80946.09,10552.77,11778.3,82171.62,1
1409,PAYMENT,24350.99,60163.71,35812.72,40007.63,64358.62,0
1410,TRANSFER,10406.56,96611.27,86204.71,40555.23,50961.79,0
1411,TRANSFER,6408.12,13318.99,6910.87,14496.24,20904.36,0
1412,CASH_IN,15429.0,32996.23,17567.23,18166.13,33595.13,0
1413,CASH_OUT,9737.28,67374.22,57636.94,29280.21,39017.49,0
1414,TRANSFER,564.06,12994.39,12430.33,45472.18,46036.24,0
1415,TRANSFER,8043.03,31676.7,23633.67,20062.63,28105.66,0
1416,PAYMENT,20876.32,69292.55,48416.23,5362.34,26238.66,0
1417,PAYMENT,28861.19,91049.08,62187.89,3595.34,32456.53,0
1418,CASH_OUT,9556.62,81641.96,72085.34,10031.6,19588.22,0
1419,PAYMENT,5433.9,18785.47,13351.57,47898.97,53332.87,0
1420,CASH_IN,12374.54,73551.0,61176.46,16430.22,28804.76,0
1421,TRANSFER,4590.23,18883.03,14292.8,35208.78,39799.01,0
1422,TRANSFER,19893.5,21382.84,1489.34,42722.75,62616.25,1
1423,CASH_OUT,33635.14,36463.69,2828.55,32967.87,66603.01,1
1424,CASH_IN,17855.57,93070.53,75214.96,24586.9,42442.47,0
1425,TRANSFER,4981.5,12424.89,7443.39,26469.53,31451.03,0
1426,CASH_IN,401.78,20757.59,20355.81,32168.49,32570.27,0
1427,PAYMENT,11272.06,28134.24,16862.18,18858.94,30131.0,0
1428,DEBIT,9816.36,97807.52,87991.16,10767.96,20584.32,0
1429,CASH_OUT,25467.98,75750.98,50283.0,26560.05,52028.03,0
1430,DEBIT,7474.92,86736.3,79261.38,42525.58,50000.5,0
1431,CASH_OUT,996.68,4916.19,3919.51,32457.7,33454.38,0
1432,TRANSFER,1539.79,32735.76,31195.97,21355.62,22895.41,0
1433,CASH_OUT,1122.92,45123.49,44000.57,28466.73,29589.65,0
1434,CASH_IN,35287.84,81384.81,46096.97,33650.41,68938.25,0
1435,PAYMENT,5234.39,76566.2,71331.81,11433.54,16667.93,0
1436,TRANSFER,11378.91,25051.59,13672.68,4655.36,16034.27,0
1437,DEBIT,9906.73,36622.67,26715.94,33865.03,43771.76,0
1438,CASH_OUT,8203.88,51385.24,43181.36,48448.39,56652.27,0
1439,TRANSFER,1938.38,30516.89,28578.51,42127.73,44066.11,0
1440,DEBIT,2453.12,8487.41,6034.29,32131.4,34584.52,0
1441,DEBIT,16536.43,44168.65,27632.22,41396.25,57932.68,0
1442,PAYMENT,17187.5,67555.98,50368.48,36056.14,53243.64,0
1443,PAYMENT,12804.01,84410.92,71606.91,21472.39,34276.4,0
1444,CASH_IN,11410.56,94743.39,83332.83,11997.45,23408.01,0
1445,DEBIT,19478.79,58393.97,38915.18,45578.84,65057.63,0
1446,PAYMENT,460.23,4841.15,4380.92,41562.29,42022.52,0
1447,PAYMENT,6812.96,39331.14,32518.18,41794.42,48607.38,0
1448,DEBIT,208.41,25623.81,25415.4,8338.21,8546.62,0
1449,CASH_OUT,10469.96,86698.86,76228.9,3926.81,14396.77,0
1450,DEBIT,8730.53,23588.43,14857.9,15486.66,24217.19,0
1451,CASH_IN,14996.85,60776.5,45779.65,2003.45,17000.3,0
1452,PAYMENT,15.97,1288.26,1272.29,40439.65,40455.62,0
1453,PAYMENT,19846.11,45967.23,26121.12,45848.06,65694.17,0
1454,CASH_IN,11503.91,86433.44,74929.53,29540.79,41044.7,0
1455,PAYMENT,7420.11,15910.48,8490.37,19152.94,26573.05,0
1456,PAYMENT,5410.37,79733.5,74323.13,22378.5,27788.87,0
1457,PAYMENT,22515.55,93057.18,70541.63,24522.45,47038.0,0
1458,PAYMENT,12806.34,46057.3,33250.96,20198.81,33005.15,0
1459,TRANSFER,6355.89,29090.81,22734.92,31689.85,38045.74,0
1460,CASH_OUT,4783.39,39421.77,34638.38,46224.71,51008.1,0
1461,DEBIT,1423.31,2925.18,1501.87,11072.54,12495.85,0
1462,DEBIT,18432.12,57823.54,39391.42,27835.46,46267.58,0
1463,DEBIT,10619.44,43843.94,33224.5,32405.11,43024.55,0
1464,TRANSFER,53258.48,62239.93,8981.45,49729.71,102988.19,1
1465,DEBIT,997.72,45779.09,44781.37,15480.04,16477.76,0
1466,CASH_IN,637.37,5322.43,4685.06,44487.45,45124.82,0
1467,TRANSFER,94036.34,99825.17,5788.83,13083.57,107119.91,1
1468,TRANSFER,17627.24,66745.97,49118.73,48472.07,66099.31,0
1469,CASH_IN,18757.46,91910.22,73152.76,9563.87,28321.33,0
1470,DEBIT,2663.37,80633.07,77969.7,34628.64,37292.01,0
1471,CASH_IN,3509.45,13125.66,9616.21,43973.13,47482.58,0
1472,PAYMENT,1116.4,7975.61,6859.21,16225.33,17341.73,0
1473,TRANSFER,15653.41,46626.0,30972.59,8109.17,23762.58,0
1474,TRANSFER,9076.66,91858.11,82781.45,49205.94,58282.6,0
1475,TRANSFER,6281.54,94631.87,88350.33,38733.65,45015.19,0
1476,PAYMENT,27243.78,72275.99,45032.21,10952.96,38196.74,0
1477,PAYMENT,10268.44,31313.4,21044.96,11962.94,22231.38,0
1478,TRANSFER,11423.54,27764.51,16340.97,25916.2,37339.74,0
1479,DEBIT,10868.47,29484.13,18615.66,3505.07,14373.54,0
1480,CASH_IN,24974.64,70231.98,45257.34,2598.3,27572.94,0
1481,DEBIT,12813.81,28316.9,15503.09,40892.53,53706.34,0
1482,CASH_IN,3650.52,75222.85,71572.33,23802.84,27453.36,0
1483,TRANSFER,5481.31,21842.32,16361.01,11681.24,17162.55,0
1484,CASH_IN,7813.33,32165.7,24352.37,23899.98,31713.31,0
1485,TRANSFER,9695.47,38612.5,28917.03,30253.56,39949.03,0
1486,PAYMENT,28783.62,75985.09,47201.47,40488.52,69272.14,0
1487,DEBIT,5356.59,13976.91,8620.32,46622.2,51978.79,0
1488,TRANSFER,3634.09,87623.78,83989.69,45754.17,49388.26,0
1489,CASH_IN,5297.05,26023.82,20726.77,19158.22,24455.27,0
1490,TRANSFER,2399.67,17906.06,15506.39,25455.67,27855.34,0
1491,DEBIT,613.01,11247.78,10634.77,5058.19,5671.2,0
1492,TRANSFER,84682.62,97366.03,12683.41,15113.84,99796.46,1
1493,CASH_IN,4743.69,86073.17,81329.48,47371.4,52115.09,0
1494,PAYMENT,1041.42,44796.98,43755.56,27193.9,28235.32,0
1495,DEBIT,5270.72,15139.59,9868.87,8228.91,13499.63,0
1496,TRANSFER,37185.67,82123.36,44937.69,5988.0,43173.67,0
1497,CASH_OUT,2325.71,82720.37,80394.66,24005.39,26331.1,0
1498,PAYMENT,34747.03,81428.95,46681.92,45717.02,80464.05,0
1499,CASH_OUT,9047.8,32745.61,23697.81,2525.37,11573.17,0
1500,CASH_IN,5774.47,45003.52,39229.05,9520.67,15295.14,0
1501,CASH_IN,12423.38,33350.54,20927.16,3982.7,16406.08,0
1502,DEBIT,8704.01,49001.02,40297.01,16035.61,24739.62,0
1503,TRANSFER,241.61,15597.81,15356.2,3586.59,3828.2,0
1504,CASH_IN,3931.26,10361.08,6429.82,30300.69,34231.95,0
1505,TRANSFER,5001.65,11351.72,6350.07,26374.8,31376.45,0
1506,PAYMENT,7795.57,54943.29,47147.72,47421.26,55216.83,0
1507,CASH_IN,26341.51,96224.62,69883.11,3212.64,29554.15,0
1508,TRANSFER,7763.88,97848.28,90084.4,24373.39,32137.27,0
1509,TRANSFER,25333.98,80360.33,55026.35,14646.26,39980.24,0
1510,PAYMENT,2293.4,5017.99,2724.59,41649.71,43943.11,0
1511,DEBIT,3101.02,40836.96,37735.94,22092.45,25193.47,0
1512,CASH_OUT,1234.37,36895.74,35661.37,49467.48,50701.85,0
1513,TRANSFER,21270.88,44830.86,23559.98,12299.99,33570.87,0
1514,PAYMENT,4254.63,40864.45,36609.82,40670.34,44924.97,0
1515,CASH_IN,7013.51,74076.92,67063.41,28674.59,35688.1,0
1516,PAYMENT,562.06,19650.12,19088.06,4035.42,4597.48,0
1517,DEBIT,9025.86,27581.51,18555.65,26680.85,35706.71,0
1518,DEBIT,14547.8,83139.87,68592.07,21241.43,35789.23,0
1519,CASH_OUT,10842.79,46040.13,35197.34,35332.13,46174.92,0
1520,CASH_IN,448.7,64930.17,64481.47,8108.54,8557.24,0
1521,PAYMENT,37568.3,76286.0,38717.7,47288.74,84857.04,0
1522,TRANSFER,3267.95,24185.71,20917.76,32738.54,36006.49,0
1523,TRANSFER,9062.77,48533.36,39470.59,24662.37,33725.14,0
1524,CASH_IN,3981.61,11464.36,7482.75,25958.15,29939.76,0
1525,TRANSFER,4023.17,30535.44,26512.27,8180.42,12203.59,0
1526,CASH_IN,2654.2,59292.22,56638.02,21549.15,24203.35,0
1527,TRANSFER,24439.22,84292.63,59853.41,30946.76,55385.98,0
1528,CASH_OUT,6222.95,29339.64,23116.69,32493.2,38716.15,0
1529,CASH_OUT,64838.3,74153.9,9315.6,44751.69,109589.99,1
1530,PAYMENT,9655.72,30837.79,21182.07,7527.23,17182.95,0
1531,CASH_IN,15123.55,58922.7,43799.15,24784.54,39908.09,0
1532,PAYMENT,12755.61,60114.55,47358.94,22334.44,35090.05,0
1533,CASH_IN,10727.29,31178.98,20451.69,43197.74,53925.03,0
1534,PAYMENT,3396.76,9505.13,6108.37,9811.71,13208.47,0
1535,TRANSFER,4883.26,65660.54,60777.28,27715.04,32598.3,0
1536,DEBIT,10508.14,31653.55,21145.41,33289.22,43797.36,0
1537,CASH_OUT,4140.37,19157.13,15016.76,40878.27,45018.64,0
1538,CASH_OUT,2494.67,21859.96,19365.29,13980.07,16474.74,0
1539,TRANSFER,17528.46,77757.86,60229.4,37680.51,55208.97,0
1540,CASH_OUT,32098.0,84394.76,52296.76,8410.55,40508.55,0
1541,CASH_IN,20499.84,89368.52,68868.68,33848.84,54348.68,0
1542,CASH_IN,30359.11,99891.57,69532.46,20235.29,50594.4,0
1543,CASH_OUT,42124.11,99633.38,57509.27,30547.97,72672.08,0
1544,DEBIT,7287.76,37971.01,30683.25,41831.01,49118.77,0
1545,PAYMENT,5023.85,29850.1,24826.25,15423.46,20447.31,0
1546,CASH_OUT,43742.48,50219.56,6477.08,27209.16,70951.64,1
1547,CASH_OUT,33514.36,34953.69,1439.33,4052.98,37567.34,1
1548,CASH_IN,14355.7,68187.35,53831.65,48070.88,62426.58,0
1549,DEBIT,40104.52,93399.61,53295.09,34669.1,74773.62,0
1550,DEBIT,3387.56,86250.24,82862.68,3628.74,7016.3,0
1551,DEBIT,19300.48,95314.61,76014.13,25317.53,44618.01,0
1552,PAYMENT,3859.98,13848.51,9988.53,47318.93,51178.91,0
1553,TRANSFER,5268.79,56586.32,51317.53,11218.46,16487.25,0
1554,TRANSFER,25167.77,61337.31,36169.54,14262.22,39429.99,0
1555,TRANSFER,12765.33,78608.93,65843.6,36057.96,48823.29,0
1556,TRANSFER,11071.93,36129.73,25057.8,29268.77,40340.7,0
1557,CASH_IN,5904.42,43323.06,37418.64,19208.04,25112.46,0
1558,CASH_OUT,11368.62,46159.72,34791.1,1831.48,13200.1,0
1559,TRANSFER,12178.26,83245.97,71067.71,43744.86,55923.12,0
1560,DEBIT,8260.77,98932.45,90671.68,2334.24,10595.01,0
1561,DEBIT,29263.76,83134.74,53870.98,47283.68,76547.44,0
1562,DEBIT,22745.86,85703.3,62957.44,12761.62,35507.48,0
1563,CASH_OUT,13558.1,51281.84,37723.74,40530.19,54088.29,0
1564,CASH_OUT,11097.84,63454.25,52356.41,14633.57,25731.41,0
1565,CASH_OUT,2548.51,92067.22,89518.71,41032.08,43580.59,0
1566,CASH_OUT,29622.39,95188.24,65565.85,35335.93,64958.32,0
1567,DEBIT,20898.3,58498.89,37600.59,45832.16,66730.46,0
1568,CASH_OUT,35.7,40039.77,40004.07,6007.96,6043.66,0
1569,PAYMENT,4328.48,38910.8,34582.32,41231.32,45559.8,0
1570,DEBIT,8405.62,20009.61,11603.99,36245.64,44651.26,0
1571,TRANSFER,35988.23,88807.27,52819.04,18715.3,54703.53,0
1572,TRANSFER,9631.59,28826.31,19194.72,8834.12,18465.71,0
1573,PAYMENT,38473.03,91529.73,53056.7,42382.02,80855.05,0
1574,PAYMENT,3437.72,21909.62,18471.9,8942.05,12379.77,0
1575,CASH_OUT,1558.08,4868.79,3310.71,2529.84,4087.92,0
1576,CASH_OUT,19101.41,44365.33,25263.92,28293.15,47394.56,0
1577,CASH_OUT,12051.47,35381.48,23330.01,18643.83,30695.3,0
1578,TRANSFER,33863.89,90216.58,56352.69,24430.25,58294.14,0
1579,TRANSFER,37182.46,88750.5,51568.04,44139.08,81321.54,0
1580,TRANSFER,1775.71,62708.13,60932.42,1194.21,2969.92,0
1581,PAYMENT,5838.06,44391.56,38553.5,8235.89,14073.95,0
1582,DEBIT,16751.43,48868.68,32117.25,38950.27,55701.7,0
1583,TRANSFER,8018.51,8251.31,232.8,40396.9,48415.41,1
1584,CASH_IN,16048.65,67269.16,51220.51,32113.91,48162.56,0
1585,CASH_IN,4851.14,30602.26,25751.12,33561.08,38412.22,0
1586,CASH_IN,30305.44,69587.32,39281.88,17116.7,47422.14,0
1587,CASH_IN,16029.42,32903.78,16874.36,49316.41,65345.83,0
1588,TRANSFER,36264.14,75182.22,38918.08,3678.17,39942.31,0
1589,CASH_OUT,5241.82,18072.19,12830.37,27776.25,33018.07,0
1590,TRANSFER,11691.9,74975.24,63283.34,15311.96,27003.86,0
1591,TRANSFER,5251.72,74096.78,68845.06,44123.51,49375.23,0
1592,PAYMENT,14124.26,68134.13,54009.87,34476.71,48600.97,0
1593,DEBIT,3579.24,71415.32,67836.08,1677.29,5256.53,0
1594,DEBIT,13578.32,79782.89,66204.57,326.27,13904.59,0
1595,PAYMENT,796.54,4309.23,3512.69,11853.52,12650.06,0
1596,CASH_IN,5326.43,15313.39,9986.96,7107.04,12433.47,0
1597,CASH_OUT,25995.03,55851.78,29856.75,267.45,26262.48,0
1598,CASH_IN,2554.45,92905.24,90350.79,21077.71,23632.16,0
1599,CASH_OUT,14429.68,54696.27,40266.59,7056.31,21485.99,0
1600,TRANSFER,32903.24,34815.39,1912.15,45730.82,78634.06,1
1601,DEBIT,4754.12,58403.59,53649.47,33709.88,38464.0,0
1602,CASH_OUT,14053.37,46875.71,32822.34,8563.67,22617.04,0
1603,TRANSFER,5939.6,92220.51,86280.91,22288.94,28228.54,0
1604,DEBIT,14813.96,52420.37,37606.41,33484.2,48298.16,0
1605,TRANSFER,8778.18,89290.2,80512.02,30692.3,39470.48,0
1606,CASH_OUT,23616.97,71618.85,48001.88,31235.03,54852.0,0
1607,CASH_OUT,4026.34,11191.67,7165.33,25194.44,29220.78,0
1608,PAYMENT,14113.82,30556.24,16442.42,11490.32,25604.14,0
1609,CASH_IN,36129.47,80527.15,44397.68,25910.92,62040.39,0
1610,DEBIT,582.59,88041.23,87458.64,47237.5,47820.09,0
1611,CASH_OUT,21365.37,85390.61,64025.24,33945.04,55310.41,0
1612,CASH_IN,4876.31,22712.72,17836.41,32613.2,37489.51,0
1613,CASH_OUT,6652.26,15542.52,8890.26,34045.86,40698.12,0
1614,PAYMENT,300.66,4744.19,4443.53,49317.5,49618.16,0
1615,DEBIT,19191.07,38741.77,19550.7,12380.85,31571.92,0
1616,CASH_OUT,350.22,3070.04,2719.82,2825.78,3176.0,0
1617,PAYMENT,8433.04,46490.72,38057.68,29332.32,37765.36,0
1618,CASH_IN,2517.24,7966.44,5449.2,47661.86,50179.1,0
1619,TRANSFER,23983.98,56116.5,32132.52,46479.15,70463.13,0
1620,DEBIT,2694.81,56508.75,53813.94,10023.45,12718.26,0
1621,DEBIT,1204.02,4540.86,3336.84,33093.92,34297.94,0
1622,PAYMENT,9798.9,47637.29,37838.39,11828.4,21627.3,0
1623,CASH_OUT,19290.83,47004.26,27713.43,30727.05,50017.88,0
1624,TRANSFER,96.67,12727.71,12631.04,15160.98,15257.65,0
1625,DEBIT,7509.13,30279.53,22770.4,21055.95,28565.08,0
1626,CASH_IN,29317.11,66483.33,37166.22,20469.46,49786.57,0
1627,TRANSFER,603.04,1910.89,1307.85,15818.77,16421.81,0
1628,TRANSFER,21448.92,43575.48,22126.56,14887.71,36336.63,0
1629,CASH_OUT,12363.14,75166.62,62803.48,30543.0,42906.14,0
1630,CASH_IN,12725.37,65724.01,52998.64,32361.11,45086.48,0
1631,TRANSFER,12718.86,46265.81,33546.95,44390.88,57109.74,0
1632,CASH_OUT,4300.52,21794.69,17494.17,15830.12,20130.64,0
1633,PAYMENT,20385.13,50853.44,30468.31,22076.7,42461.83,0
1634,DEBIT,44099.87,89753.92,45654.05,19955.47,64055.34,0
1635,CASH_OUT,6434.89,58125.02,51690.13,13455.99,19890.88,0
1636,DEBIT,846.04,5421.46,4575.42,14615.15,15461.19,0
1637,DEBIT,21898.31,49729.4,27831.09,20645.56,42543.87,0
1638,PAYMENT,20800.07,68292.85,47492.78,38449.01,59249.08,0
1639,CASH_IN,2525.58,12262.43,9736.85,32391.85,34917.43,0
1640,DEBIT,5077.29,32284.47,27207.18,31673.21,36750.5,0
1641,CASH_IN,6548.9,77479.74,70930.84,41090.07,47638.97,0
1642,CASH_IN,1835.53,97764.87,95929.34,22255.33,24090.86,0
1643,CASH_IN,10596.28,58940.83,48344.55,23767.95,34364.23,0
1644,TRANSFER,6831.86,65134.41,58302.55,7255.28,14087.14,0
1645,CASH_IN,22914.55,62869.43,39954.88,46595.64,69510.19,0
1646,DEBIT,718.79,17968.43,17249.64,34664.87,35383.66,0
1647,TRANSFER,44045.12,88113.03,44067.91,12203.2,56248.32,0
1648,DEBIT,2083.88,32178.39,30094.51,23423.06,25506.94,0
1649,CASH_IN,1238.56,3589.68,2351.12,30206.53,31445.09,0
1650,CASH_IN,31308.97,98282.59,66973.62,8081.88,39390.85,0
1651,CASH_OUT,16123.72,91570.92,75447.2,20540.45,36664.17,0
1652,TRANSFER,67101.82,71208.89,4107.07,37689.03,104790.85,1
1653,DEBIT,7889.41,48798.2,40908.79,41948.55,49837.96,0
1654,CASH_IN,5003.95,14561.24,9557.29,45664.99,50668.94,0
1655,TRANSFER,1723.2,12563.61,10840.41,10475.96,12199.16,0
1656,PAYMENT,26046.43,70825.36,44778.93,15174.81,41221.24,0
1657,PAYMENT,26249.16,92334.67,66085.51,18186.28,44435.44,0
1658,CASH_IN,3421.23,10142.24,6721.01,2824.17,6245.4,0
1659,PAYMENT,7091.0,64032.6,56941.6,33853.69,40944.69,0
1660,TRANSFER,10958.52,80523.08,69564.56,36147.17,47105.69,0
1661,CASH_OUT,10110.99,34309.66,24198.67,22721.12,32832.11,0
1662,TRANSFER,9431.2,82795.52,73364.32,26221.82,35653.02,0
1663,DEBIT,7938.83,64578.75,56639.92,5463.97,13402.8,0
1664,CASH_OUT,11916.01,27866.76,15950.75,17323.46,29239.47,0
1665,PAYMENT,21781.83,46236.95,24455.12,44392.97,66174.8,0
1666,PAYMENT,3885.29,10974.53,7089.24,1558.75,5444.04,0
1667,CASH_OUT,2516.64,44465.11,41948.47,35294.12,37810.76,0
1668,CASH_IN,13912.01,77606.27,63694.26,9159.91,23071.92,0
1669,DEBIT,5290.81,86147.28,80856.47,21673.18,26963.99,0
